% 200 samples  2 class  every class 100 from TOPCHY
%
0.05513464	0.5597914
0.1219315	0.6129908
0.1995707	0.6578965
0.2870126	0.6929096
0.3830098	0.716561
0.486124	0.7275359
0.5947437	0.7246973
0.7071068	0.7071068
0.8213236	0.6740429
0.9354033	0.6250165
1.047282	0.5597836
1.154849	0.4783543
1.255984	0.3809986
1.34858	0.2682492
1.430578	0.1408996
1.5	9.18485E-17
1.554976	-0.1531518
1.593776	-0.3170218
1.614837	-0.4898554
1.616789	-0.669696
1.598482	-0.8544066
1.559006	-1.041694
1.497708	-1.229137
1.414214	-1.414214
1.308436	-1.594334
1.180587	-1.766873
1.03118	-1.929203
0.8610377	-2.078729
0.6712833	-2.212925
0.4633395	-2.329365
0.2389168	-2.425763
3.06162E-16	-2.5
-0.2511689	-2.550161
-0.5121121	-2.574561
-0.7801401	-2.571777
-1.052379	-2.540669
-1.325803	-2.480404
-1.597264	-2.390475
-1.86353	-2.270718
-2.12132	-2.12132
-2.367345	-1.942829
-2.598343	-1.736157
-2.811124	-1.502577
-3.002608	-1.243721
-3.169865	-0.961568
-3.31015	-0.6584298
-3.420947	-0.3369339
-3.5	-6.4294E-16
-3.545346	0.3491861
-3.555347	0.7072024
-3.528717	1.070425
-3.464548	1.435063
-3.362325	1.7972
-3.221945	2.152835
-3.043729	2.497924
-2.828427	2.828427
-2.577223	3.140355
-2.291727	3.429812
-1.973974	3.693045
-1.626405	3.926488
-1.251853	4.126805
-0.8535202	4.290936
-0.4349511	4.416132
-1.10218E-15	4.5
0.4472032	4.54053
0.9022927	4.536132
1.360709	4.485658
1.817746	4.388428
2.268597	4.244246
2.708405	4.053414
3.132317	3.816739
3.535534	3.535534
3.913365	3.211616
4.261282	2.847297
4.574967	2.445371
4.850368	2.009088
5.083746	1.542137
5.271721	1.04861
5.411317	0.5329682
5.5	1.68389E-15
5.535715	-0.5452203
5.516917	-1.097383
5.442598	-1.650994
5.312307	-2.20043
5.126167	-2.739994
4.884884	-3.263975
4.58975	-3.76671
4.242641	-4.242641
3.846009	-4.686376
3.402868	-5.092751
2.916767	-5.456888
2.391771	-5.774247
1.832422	-6.040686
1.243701	-6.252506
0.6309853	-6.406502
2.38806E-15	-6.5
-0.6432375	-6.5309
-1.292473	-6.497702
-1.941279	-6.399538
-2.583113	-6.236187
-0.05513464	-0.5597914
-0.1219315	-0.6129908
-0.1995707	-0.6578965
-0.2870126	-0.6929096
-0.3830098	-0.716561
-0.486124	-0.7275359
-0.5947437	-0.7246973
-0.7071068	-0.7071068
-0.8213236	-0.6740429
-0.9354033	-0.6250165
-1.047282	-0.5597836
-1.154849	-0.4783543
-1.255984	-0.3809986
-1.34858	-0.2682492
-1.430578	-0.1408996
-1.5	-9.18485E-17
-1.554976	0.1531518
-1.593776	0.3170218
-1.614837	0.4898554
-1.616789	0.669696
-1.598482	0.8544066
-1.559006	1.041694
-1.497708	1.229137
-1.414214	1.414214
-1.308436	1.594334
-1.180587	1.766873
-1.03118	1.929203
-0.8610377	2.078729
-0.6712833	2.212925
-0.4633395	2.329365
-0.2389168	2.425763
-3.06162E-16	2.5
0.2511689	2.550161
0.5121121	2.574561
0.7801401	2.571777
1.052379	2.540669
1.325803	2.480404
1.597264	2.390475
1.86353	2.270718
2.12132	2.12132
2.367345	1.942829
2.598343	1.736157
2.811124	1.502577
3.002608	1.243721
3.169865	0.961568
3.31015	0.6584298
3.420947	0.3369339
3.5	6.4294E-16
3.545346	-0.3491861
3.555347	-0.7072024
3.528717	-1.070425
3.464548	-1.435063
3.362325	-1.7972
3.221945	-2.152835
3.043729	-2.497924
2.828427	-2.828427
2.577223	-3.140355
2.291727	-3.429812
1.973974	-3.693045
1.626405	-3.926488
1.251853	-4.126805
0.8535202	-4.290936
0.4349511	-4.416132
1.10218E-15	-4.5
-0.4472032	-4.54053
-0.9022927	-4.536132
-1.360709	-4.485658
-1.817746	-4.388428
-2.268597	-4.244246
-2.708405	-4.053414
-3.132317	-3.816739
-3.535534	-3.535534
-3.913365	-3.211616
-4.261282	-2.847297
-4.574967	-2.445371
-4.850368	-2.009088
-5.083746	-1.542137
-5.271721	-1.04861
-5.411317	-0.5329682
-5.5	-1.68389E-15
-5.535715	0.5452203
-5.516917	1.097383
-5.442598	1.650994
-5.312307	2.20043
-5.126167	2.739994
-4.884884	3.263975
-4.58975	3.76671
-4.242641	4.242641
-3.846009	4.686376
-3.402868	5.092751
-2.916767	5.456888
-2.391771	5.774247
-1.832422	6.040686
-1.243701	6.252506
-0.6309853	6.406502
-2.38806E-15	6.5
0.6432375	6.5309
1.292473	6.497702
1.941279	6.399538
2.583113	6.236187
